author_id,发布作品数,总获赞,总播放,作品平均时长,去过城市数,首发日期,末次发布,创作天数,创作活跃度(日均发布)
648745,1,0,5268533,11.0,1,2019-10-04,2019-10-04,1,1.0
648764,1,0,5201874,10.0,1,2019-10-30,2019-10-30,1,1.0
648765,1,0,3839488,10.0,1,2019-10-30,2019-10-30,1,1.0
648769,1,0,2309988,10.0,1,2019-10-18,2019-10-18,1,1.0
648770,2,0,8902597,10.0,1,2019-10-26,2019-10-30,5,0.4
648776,2,0,6561731,10.5,1,2019-10-25,2019-10-28,4,0.5
648790,1,0,2289727,10.0,1,2019-10-30,2019-10-30,1,1.0
648794,1,0,636064,10.0,1,2019-10-30,2019-10-30,1,1.0
648795,1,0,4628118,10.0,1,2019-10-30,2019-10-30,1,1.0
648800,1,0,4633106,10.0,1,2019-10-30,2019-10-30,1,1.0
648803,1,0,2704537,10.0,1,2019-10-30,2019-10-30,1,1.0
648804,1,0,5849499,10.0,1,2019-10-30,2019-10-30,1,1.0
648806,1,0,2195724,10.0,1,2019-10-30,2019-10-30,1,1.0
648810,1,0,1506738,10.0,1,2019-10-29,2019-10-29,1,1.0
648820,1,0,5347801,10.0,1,2019-10-28,2019-10-28,1,1.0
648822,1,0,5076824,10.0,1,2019-10-30,2019-10-30,1,1.0
648824,1,0,3661159,10.0,1,2019-10-30,2019-10-30,1,1.0
648828,1,0,4732465,41.0,1,2019-10-26,2019-10-26,1,1.0
648832,1,0,14436305,9.0,1,2019-10-24,2019-10-24,1,1.0
648838,1,0,4590596,10.0,1,2019-10-26,2019-10-26,1,1.0
648839,1,0,5134649,39.0,1,2019-10-29,2019-10-29,1,1.0
648841,2,0,3140875,8.5,1,2019-10-26,2019-10-30,5,0.4
648844,1,0,3180930,6.0,1,2019-10-26,2019-10-26,1,1.0
648850,1,0,765549,5.0,1,2019-10-29,2019-10-29,1,1.0
648856,1,0,4540468,9.0,1,2019-10-29,2019-10-29,1,1.0
648861,1,0,5558058,10.0,1,2019-10-30,2019-10-30,1,1.0
648867,2,0,12575488,12.75,1,2019-10-05,2019-10-28,24,0.08333333333333333
648868,1,0,4059124,10.0,1,2019-10-29,2019-10-29,1,1.0
648869,1,0,2854311,10.0,1,2019-10-30,2019-10-30,1,1.0
648874,1,0,656249,29.0,1,2019-10-29,2019-10-29,1,1.0
648882,1,0,14932135,10.0,1,2019-10-29,2019-10-29,1,1.0
648887,1,0,4227548,10.0,1,2019-10-30,2019-10-30,1,1.0
648895,1,0,3824638,9.0,1,2019-10-30,2019-10-30,1,1.0
648904,1,0,1579685,21.0,1,2019-10-29,2019-10-29,1,1.0
648905,1,0,5011962,8.0,1,2019-10-30,2019-10-30,1,1.0
648915,1,0,4927255,10.0,1,2019-10-23,2019-10-23,1,1.0
648921,1,0,3866005,21.0,1,2019-10-29,2019-10-29,1,1.0
648925,1,0,11896115,10.0,1,2019-10-29,2019-10-29,1,1.0
648926,1,0,4256931,9.0,1,2019-10-29,2019-10-29,1,1.0
648930,1,0,4519663,5.0,1,2019-10-29,2019-10-29,1,1.0
648932,1,0,1198718,7.0,1,2019-10-18,2019-10-18,1,1.0
648951,1,0,3972921,10.0,1,2019-10-30,2019-10-30,1,1.0
648952,1,0,5199102,10.0,1,2019-10-18,2019-10-18,1,1.0
648961,1,0,3508140,10.0,1,2019-10-30,2019-10-30,1,1.0
648962,1,0,2410782,9.0,1,2019-10-12,2019-10-12,1,1.0
648965,1,0,3297528,6.0,1,2019-10-29,2019-10-29,1,1.0
648966,1,0,2342468,10.0,1,2019-10-21,2019-10-21,1,1.0
648972,1,0,5343417,10.0,1,2019-10-30,2019-10-30,1,1.0
648974,1,0,1458227,7.0,1,2019-10-29,2019-10-29,1,1.0
648977,1,0,1136841,9.0,1,2019-10-30,2019-10-30,1,1.0
648978,1,0,1832219,7.0,1,2019-10-30,2019-10-30,1,1.0
648981,1,0,1418718,7.0,1,2019-10-30,2019-10-30,1,1.0
648986,1,0,24153416,37.0,1,2019-10-28,2019-10-28,1,1.0
649001,1,0,2162958,6.0,1,2019-10-06,2019-10-06,1,1.0
649015,1,0,3852982,9.0,1,2019-10-29,2019-10-29,1,1.0
649016,1,0,1236088,21.0,1,2019-10-27,2019-10-27,1,1.0
649023,1,0,4274892,20.0,1,2019-10-29,2019-10-29,1,1.0
649041,1,0,1651507,9.0,1,2019-10-29,2019-10-29,1,1.0
649042,1,0,1302353,10.0,1,2019-10-29,2019-10-29,1,1.0
649050,1,0,2087063,10.0,1,2019-10-09,2019-10-09,1,1.0
649051,1,0,1152754,9.0,1,2019-10-29,2019-10-29,1,1.0
649054,1,0,1288848,10.0,1,2019-10-29,2019-10-29,1,1.0
649055,1,0,187821,3.0,1,2019-10-29,2019-10-29,1,1.0
649057,1,0,13314788,9.0,1,2019-10-29,2019-10-29,1,1.0
649058,1,0,6772642,7.0,1,2019-10-27,2019-10-27,1,1.0
649060,1,0,79275,10.0,1,2019-10-30,2019-10-30,1,1.0
649064,1,0,4821264,14.0,1,2019-10-29,2019-10-29,1,1.0
649069,1,0,8058278,7.0,1,2019-10-29,2019-10-29,1,1.0
649073,1,0,4785908,10.0,1,2019-10-30,2019-10-30,1,1.0
649083,1,0,2680831,21.0,1,2019-10-30,2019-10-30,1,1.0
649086,1,0,1733067,10.0,1,2019-10-26,2019-10-26,1,1.0
649088,1,0,1640197,7.0,1,2019-10-30,2019-10-30,1,1.0
649091,1,0,15333912,32.0,2,2019-10-29,2019-10-29,1,1.0
649095,1,0,4444515,9.0,1,2019-10-29,2019-10-29,1,1.0
649096,1,0,411620,9.0,1,2019-10-12,2019-10-12,1,1.0
649097,1,0,1453655,10.0,1,2019-10-30,2019-10-30,1,1.0
649099,1,0,1115874,13.0,1,2019-10-30,2019-10-30,1,1.0
649108,1,0,3265733,4.0,1,2019-10-29,2019-10-29,1,1.0
649127,2,0,5969475,12.5,1,2019-10-24,2019-10-27,4,0.5
649130,1,0,25929,9.0,1,2019-10-29,2019-10-29,1,1.0
649134,2,0,7452153,9.0,1,2019-10-24,2019-10-29,6,0.3333333333333333
649135,1,0,1091381,15.0,1,2019-10-30,2019-10-30,1,1.0
649136,1,0,3435928,20.0,1,2019-10-11,2019-10-11,1,1.0
649141,1,0,20040197,18.0,1,2019-10-29,2019-10-29,1,1.0
649153,1,0,14772863,9.0,1,2019-10-28,2019-10-28,1,1.0
649155,1,0,5628636,7.0,1,2019-10-29,2019-10-29,1,1.0
649157,2,0,4314756,7.0,1,2019-10-08,2019-10-30,23,0.08695652173913043
649187,1,0,666928,7.0,1,2019-10-29,2019-10-29,1,1.0
649202,1,0,23012879,10.0,1,2019-10-30,2019-10-30,1,1.0
649208,1,0,2103937,10.0,1,2019-10-22,2019-10-22,1,1.0
649212,1,0,4656555,11.0,1,2019-10-29,2019-10-29,1,1.0
649219,1,0,24001477,10.0,1,2019-10-28,2019-10-28,1,1.0
649227,1,0,4060292,10.0,1,2019-10-29,2019-10-29,1,1.0
649235,1,0,2390410,8.0,1,2019-10-30,2019-10-30,1,1.0
649236,1,0,5171674,10.0,1,2019-10-30,2019-10-30,1,1.0
649247,1,0,3413830,10.0,1,2019-10-30,2019-10-30,1,1.0
649252,1,0,1345616,10.0,1,2019-10-29,2019-10-29,1,1.0
649255,2,0,9391994,9.333333333333334,1,2019-10-30,2019-10-30,1,2.0
649268,1,0,767646,9.0,1,2019-10-29,2019-10-29,1,1.0
649272,1,0,1886974,10.0,1,2019-10-29,2019-10-29,1,1.0
649288,1,0,3985634,10.0,1,2019-10-03,2019-10-03,1,1.0
649289,1,0,6961001,41.0,1,2019-10-16,2019-10-16,1,1.0
649299,1,0,391694,10.0,1,2019-10-30,2019-10-30,1,1.0
649301,1,0,2907242,9.0,1,2019-10-18,2019-10-18,1,1.0
649305,1,0,4224998,10.0,1,2019-10-28,2019-10-28,1,1.0
649312,1,0,473501,10.0,1,2019-10-17,2019-10-17,1,1.0
649313,1,0,4536798,9.0,1,2019-10-29,2019-10-29,1,1.0
649318,1,0,955837,10.0,1,2019-10-30,2019-10-30,1,1.0
649321,1,0,105600,10.0,1,2019-10-29,2019-10-29,1,1.0
649326,1,0,2210109,9.0,1,2019-10-29,2019-10-29,1,1.0
649329,1,0,3698352,7.0,1,2019-10-29,2019-10-29,1,1.0
649333,1,0,11190065,7.0,1,2019-10-30,2019-10-30,1,1.0
649335,1,0,5141330,6.0,1,2019-10-25,2019-10-25,1,1.0
649342,1,0,1403894,20.0,1,2019-10-28,2019-10-28,1,1.0
649347,2,0,2559489,5.0,1,2019-10-30,2019-10-30,1,2.0
649348,1,0,5063128,7.0,1,2019-10-28,2019-10-28,1,1.0
649349,1,0,3784365,7.0,1,2019-10-29,2019-10-29,1,1.0
649350,1,0,5500373,9.0,1,2019-10-29,2019-10-29,1,1.0
649353,1,0,816842,10.0,1,2019-10-24,2019-10-24,1,1.0
649360,1,0,4774979,20.0,1,2019-10-30,2019-10-30,1,1.0
649361,1,0,22910529,18.0,1,2019-10-29,2019-10-29,1,1.0
649363,1,0,888639,42.0,1,2019-10-29,2019-10-29,1,1.0
649364,1,0,2538320,7.0,1,2019-10-30,2019-10-30,1,1.0
649365,1,0,3962508,38.0,1,2019-10-29,2019-10-29,1,1.0
649378,1,0,1848833,9.0,1,2019-10-30,2019-10-30,1,1.0
649382,1,0,22738859,11.0,1,2019-10-25,2019-10-25,1,1.0
649389,1,0,1722448,8.0,1,2019-10-17,2019-10-17,1,1.0
649393,1,0,300326,10.0,1,2019-10-29,2019-10-29,1,1.0
649395,1,0,2924698,10.0,1,2019-10-29,2019-10-29,1,1.0
649396,1,0,4871291,10.0,1,2019-10-29,2019-10-29,1,1.0
649401,1,0,16862235,10.0,1,2019-10-06,2019-10-06,1,1.0
649402,1,0,3750398,7.0,1,2019-10-27,2019-10-27,1,1.0
649405,1,0,3072963,18.0,1,2019-10-30,2019-10-30,1,1.0
649410,1,0,5694903,10.0,1,2019-10-29,2019-10-29,1,1.0
649411,1,0,5368455,37.0,1,2019-10-30,2019-10-30,1,1.0
649414,1,0,2431146,10.0,1,2019-10-06,2019-10-06,1,1.0
649416,1,0,2060120,2.0,1,2019-10-29,2019-10-29,1,1.0
649425,1,0,2190548,10.0,1,2019-10-30,2019-10-30,1,1.0
649427,1,0,4953829,7.0,1,2019-10-30,2019-10-30,1,1.0
649434,1,0,4908676,8.0,1,2019-10-28,2019-10-28,1,1.0
649439,1,0,5709712,7.0,1,2019-10-29,2019-10-29,1,1.0
649441,1,0,560465,9.0,1,2019-10-30,2019-10-30,1,1.0
649443,1,0,3763700,9.0,1,2019-10-29,2019-10-29,1,1.0
649450,1,0,15856232,10.0,1,2019-10-29,2019-10-29,1,1.0
649454,1,0,1092168,9.0,1,2019-10-30,2019-10-30,1,1.0
649458,1,0,4193022,10.0,1,2019-10-30,2019-10-30,1,1.0
649472,1,0,6528338,6.0,1,2019-10-29,2019-10-29,1,1.0
649474,1,0,3565949,9.0,1,2019-10-18,2019-10-18,1,1.0
649481,1,0,529283,9.0,1,2019-10-30,2019-10-30,1,1.0
649485,1,0,14221,9.0,1,2019-10-30,2019-10-30,1,1.0
649496,1,0,15550903,10.0,1,2019-10-29,2019-10-29,1,1.0
649498,1,0,2034545,9.0,1,2019-10-29,2019-10-29,1,1.0
649501,1,0,267827,9.0,1,2019-10-29,2019-10-29,1,1.0
649527,1,0,17718028,9.0,1,2019-10-29,2019-10-29,1,1.0
649535,2,0,24467044,10.0,1,2019-10-28,2019-10-30,3,0.6666666666666666
649542,1,0,3812533,10.0,1,2019-10-29,2019-10-29,1,1.0
649543,1,0,3561801,7.0,1,2019-10-29,2019-10-29,1,1.0
649559,1,0,4246186,7.0,1,2019-10-29,2019-10-29,1,1.0
649560,1,0,5634060,6.0,1,2019-10-30,2019-10-30,1,1.0
649561,1,0,7129385,7.0,1,2019-10-18,2019-10-18,1,1.0
649566,2,0,9562034,8.0,1,2019-10-28,2019-10-29,2,1.0
649568,1,0,4180855,4.0,1,2019-10-30,2019-10-30,1,1.0
649576,1,0,4398669,10.0,1,2019-10-25,2019-10-25,1,1.0
649578,1,0,4815632,8.0,1,2019-10-17,2019-10-17,1,1.0
649581,2,1,12489212,9.0,1,2019-10-20,2019-10-29,10,0.2
649583,1,0,13087594,29.0,1,2019-10-29,2019-10-29,1,1.0
649584,1,0,3760479,9.0,1,2019-10-06,2019-10-06,1,1.0
649589,1,0,4633982,7.0,1,2019-10-28,2019-10-28,1,1.0
649590,1,0,1068973,9.0,1,2019-10-30,2019-10-30,1,1.0
649593,2,0,19772806,10.0,1,2019-10-29,2019-10-29,1,2.0
649595,1,0,5792876,10.0,1,2019-10-29,2019-10-29,1,1.0
649598,1,1,3888751,10.0,1,2019-10-29,2019-10-29,1,1.0
649604,1,0,4736007,10.0,1,2019-10-04,2019-10-04,1,1.0
649609,1,0,2792387,9.0,1,2019-10-29,2019-10-29,1,1.0
649616,1,0,2243227,9.0,1,2019-10-29,2019-10-29,1,1.0
649619,1,0,613979,10.0,1,2019-10-30,2019-10-30,1,1.0
649623,1,0,4758448,9.0,1,2019-10-25,2019-10-25,1,1.0
649628,1,0,5416203,10.0,2,2019-10-29,2019-10-29,1,1.0
649637,1,0,3030457,5.0,1,2019-10-29,2019-10-29,1,1.0
649641,1,0,2862272,10.0,1,2019-10-29,2019-10-29,1,1.0
649646,1,0,3272309,10.0,1,2019-10-26,2019-10-26,1,1.0
649659,1,0,3091637,9.0,1,2019-10-29,2019-10-29,1,1.0
649666,1,0,4918904,20.0,1,2019-10-05,2019-10-05,1,1.0
649673,1,0,23537417,10.0,1,2019-10-30,2019-10-30,1,1.0
649689,1,0,4733562,9.0,1,2019-10-13,2019-10-13,1,1.0
649697,1,0,909614,9.0,1,2019-10-15,2019-10-15,1,1.0
649702,1,0,1481589,9.0,1,2019-10-30,2019-10-30,1,1.0
649706,1,0,13075615,10.0,1,2019-10-27,2019-10-27,1,1.0
649711,1,0,5099346,8.0,1,2019-10-05,2019-10-05,1,1.0
649716,1,0,4521796,6.0,1,2019-10-28,2019-10-28,1,1.0
649727,1,0,3044899,11.0,1,2019-10-30,2019-10-30,1,1.0
649734,1,0,2765419,16.0,1,2019-10-28,2019-10-28,1,1.0
649740,1,0,4640695,42.0,1,2019-10-30,2019-10-30,1,1.0
649742,1,0,739133,6.0,1,2019-10-29,2019-10-29,1,1.0
649747,1,0,805341,11.0,1,2019-10-18,2019-10-18,1,1.0
649748,1,0,5803182,8.0,1,2019-10-29,2019-10-29,1,1.0
649756,1,0,1115440,10.0,1,2019-10-30,2019-10-30,1,1.0
649759,1,0,5976803,16.0,1,2019-10-29,2019-10-29,1,1.0
649763,1,0,988435,10.0,1,2019-10-29,2019-10-29,1,1.0
649766,1,0,2825220,10.0,1,2019-10-29,2019-10-29,1,1.0
649769,1,0,3599264,9.0,1,2019-10-20,2019-10-20,1,1.0
649774,1,0,5860326,9.0,1,2019-10-30,2019-10-30,1,1.0
649800,4,0,9209971,12.75,1,2019-10-13,2019-10-29,17,0.23529411764705882
649801,1,0,1965094,9.0,1,2019-10-30,2019-10-30,1,1.0
649807,1,0,4306308,9.0,1,2019-10-30,2019-10-30,1,1.0
649822,1,0,5308269,10.0,1,2019-10-29,2019-10-29,1,1.0
649838,1,0,568920,10.0,1,2019-10-24,2019-10-24,1,1.0
649841,1,0,2533507,9.0,1,2019-10-28,2019-10-28,1,1.0
649849,1,0,4356341,10.0,1,2019-10-30,2019-10-30,1,1.0
649854,2,0,8069869,16.75,1,2019-10-02,2019-10-17,16,0.125
649856,1,0,2017288,42.0,1,2019-10-30,2019-10-30,1,1.0
649857,1,0,5384212,28.0,1,2019-10-29,2019-10-29,1,1.0
649858,1,0,5044951,14.0,1,2019-10-30,2019-10-30,1,1.0
649859,2,0,11213785,9.0,1,2019-10-03,2019-10-10,8,0.25
649862,1,0,2208949,6.0,1,2019-10-28,2019-10-28,1,1.0
649869,1,0,2257815,10.0,1,2019-10-13,2019-10-13,1,1.0
649872,1,0,1300639,4.0,1,2019-10-30,2019-10-30,1,1.0
649876,1,0,7085161,10.0,1,2019-10-29,2019-10-29,1,1.0
649882,1,0,2283953,10.0,1,2019-10-30,2019-10-30,1,1.0
649884,1,0,4219821,10.0,1,2019-10-29,2019-10-29,1,1.0
649890,1,0,867205,14.0,1,2019-10-06,2019-10-06,1,1.0
649895,1,0,4921834,10.0,1,2019-10-29,2019-10-29,1,1.0
649898,1,0,3739820,21.0,1,2019-10-29,2019-10-29,1,1.0
649901,1,0,4457186,10.0,1,2019-10-29,2019-10-29,1,1.0
649903,1,0,3463462,10.0,1,2019-10-05,2019-10-05,1,1.0
649923,1,0,5663929,20.0,1,2019-10-29,2019-10-29,1,1.0
649924,1,0,24480032,17.0,1,2019-10-29,2019-10-29,1,1.0
649925,1,0,3302450,18.0,1,2019-10-28,2019-10-28,1,1.0
649927,1,0,4754475,21.0,1,2019-10-29,2019-10-29,1,1.0
649935,1,0,4575072,20.0,1,2019-10-29,2019-10-29,1,1.0
649941,1,0,649586,7.0,1,2019-10-29,2019-10-29,1,1.0
649942,1,0,1945630,8.0,1,2019-10-09,2019-10-09,1,1.0
649947,1,0,4228548,42.0,1,2019-09-30,2019-09-30,1,1.0
649948,1,0,5617281,10.0,1,2019-10-30,2019-10-30,1,1.0
649952,1,0,3465248,16.0,1,2019-10-29,2019-10-29,1,1.0
649953,1,0,1400376,10.0,1,2019-10-29,2019-10-29,1,1.0
649957,1,0,5327677,10.0,1,2019-10-24,2019-10-24,1,1.0
649962,1,0,2110715,10.0,1,2019-10-30,2019-10-30,1,1.0
649968,1,0,2206722,7.0,1,2019-10-30,2019-10-30,1,1.0
649972,1,0,4716845,17.0,1,2019-10-29,2019-10-29,1,1.0
649974,1,0,423834,10.0,1,2019-10-30,2019-10-30,1,1.0
649975,1,0,791607,10.0,1,2019-10-06,2019-10-06,1,1.0
649979,1,0,3894111,10.0,1,2019-10-28,2019-10-28,1,1.0
649985,1,0,9226263,12.0,1,2019-10-29,2019-10-29,1,1.0
649986,1,0,4996169,11.0,1,2019-10-30,2019-10-30,1,1.0
649989,1,0,4631402,10.0,1,2019-10-28,2019-10-28,1,1.0
649997,1,0,2775470,9.0,1,2019-10-17,2019-10-17,1,1.0
649998,1,0,4445367,9.0,1,2019-10-06,2019-10-06,1,1.0
650002,1,0,4131840,21.0,1,2019-10-30,2019-10-30,1,1.0
650003,1,0,3418218,12.0,1,2019-10-20,2019-10-20,1,1.0
650005,1,0,3519381,11.0,1,2019-10-30,2019-10-30,1,1.0
650017,1,0,9804987,11.0,1,2019-10-29,2019-10-29,1,1.0
650019,1,0,392785,10.0,1,2019-10-30,2019-10-30,1,1.0
650021,1,0,2987670,10.0,1,2019-10-30,2019-10-30,1,1.0
650022,1,0,12980990,41.0,1,2019-10-24,2019-10-24,1,1.0
650027,1,0,4316396,9.0,1,2019-10-11,2019-10-11,1,1.0
650036,1,0,2232820,7.0,1,2019-10-29,2019-10-29,1,1.0
650041,1,0,1551032,7.0,1,2019-10-30,2019-10-30,1,1.0
650045,3,0,23824092,9.6,1,2019-10-28,2019-10-30,3,1.0
650051,2,0,4321188,6.0,1,2019-10-29,2019-10-29,1,2.0
650053,1,0,6407111,9.0,1,2019-10-30,2019-10-30,1,1.0
650059,1,0,4489018,9.0,1,2019-10-30,2019-10-30,1,1.0
650062,3,0,9632620,8.8,1,2019-10-24,2019-10-28,5,0.6
650063,1,0,2179366,9.0,1,2019-10-29,2019-10-29,1,1.0
650073,1,0,838816,7.0,1,2019-10-30,2019-10-30,1,1.0
650079,1,0,1450486,10.0,1,2019-10-30,2019-10-30,1,1.0
650083,1,0,2381510,6.0,1,2019-10-30,2019-10-30,1,1.0
650084,1,0,22667249,9.0,1,2019-10-29,2019-10-29,1,1.0
650092,1,0,157455,9.0,1,2019-10-30,2019-10-30,1,1.0
650093,1,0,1757042,7.0,1,2019-10-04,2019-10-04,1,1.0
650097,1,0,1399599,10.0,1,2019-10-20,2019-10-20,1,1.0
650101,1,0,5155784,7.0,1,2019-10-05,2019-10-05,1,1.0
650103,1,0,19822577,7.0,1,2019-10-29,2019-10-29,1,1.0
650106,1,0,2546916,18.0,1,2019-10-28,2019-10-28,1,1.0
650108,1,0,2556268,9.0,1,2019-10-29,2019-10-29,1,1.0
650109,1,0,2217806,16.0,1,2019-10-01,2019-10-01,1,1.0
650132,1,0,3754093,10.0,1,2019-10-29,2019-10-29,1,1.0
650135,1,0,5035997,10.0,1,2019-10-29,2019-10-29,1,1.0
650139,1,0,13836318,10.0,1,2019-10-29,2019-10-29,1,1.0
650140,1,0,4069255,9.0,1,2019-10-30,2019-10-30,1,1.0
650145,1,0,4547956,9.0,1,2019-10-29,2019-10-29,1,1.0
650147,1,0,5638208,9.0,1,2019-10-23,2019-10-23,1,1.0
650156,1,0,3077544,6.0,1,2019-10-30,2019-10-30,1,1.0
650158,1,0,2435344,9.0,1,2019-10-30,2019-10-30,1,1.0
650161,1,0,3243007,10.0,1,2019-10-27,2019-10-27,1,1.0
650172,1,0,3801606,8.0,1,2019-10-29,2019-10-29,1,1.0
650184,1,0,2938476,9.0,1,2019-10-30,2019-10-30,1,1.0
650185,1,0,13240105,10.0,1,2019-10-29,2019-10-29,1,1.0
650191,1,0,2314239,9.0,1,2019-10-29,2019-10-29,1,1.0
650192,1,0,12961229,4.0,1,2019-10-29,2019-10-29,1,1.0
650198,1,0,943894,7.0,1,2019-10-30,2019-10-30,1,1.0
650210,1,0,1403221,9.0,1,2019-10-20,2019-10-20,1,1.0
650220,2,0,332874199,6.034782608695652,1,2019-10-25,2019-10-30,6,0.3333333333333333
650245,1,0,1685989,21.0,1,2019-10-29,2019-10-29,1,1.0
650250,1,0,4169707,9.0,1,2019-10-16,2019-10-16,1,1.0
650255,1,0,3337519,10.0,1,2019-10-30,2019-10-30,1,1.0
650268,1,0,2788473,10.0,1,2019-10-30,2019-10-30,1,1.0
650270,3,0,23847748,10.11111111111111,1,2019-10-29,2019-10-30,2,1.5
650273,1,0,1418949,9.0,1,2019-10-27,2019-10-27,1,1.0
650279,1,0,5304514,6.0,1,2019-10-30,2019-10-30,1,1.0
650282,1,0,4242239,10.0,1,2019-10-28,2019-10-28,1,1.0
650286,1,0,4116839,10.0,1,2019-10-30,2019-10-30,1,1.0
650288,1,0,3000433,9.0,1,2019-10-29,2019-10-29,1,1.0
650290,1,0,3617317,10.0,1,2019-10-17,2019-10-17,1,1.0
650291,1,0,4871474,10.0,1,2019-10-30,2019-10-30,1,1.0
650297,1,0,3187942,9.0,1,2019-10-29,2019-10-29,1,1.0
650298,1,0,4687284,10.0,1,2019-10-29,2019-10-29,1,1.0
650310,3,1,7406313,9.666666666666666,1,2019-10-16,2019-10-24,9,0.3333333333333333
650311,1,0,402772,10.0,1,2019-10-30,2019-10-30,1,1.0
650315,1,0,4878660,10.0,1,2019-10-29,2019-10-29,1,1.0
650317,1,0,3262656,21.0,1,2019-10-29,2019-10-29,1,1.0
650322,1,0,3635130,6.0,1,2019-10-04,2019-10-04,1,1.0
650330,1,0,6509448,12.0,1,2019-10-30,2019-10-30,1,1.0
650344,1,0,10585688,9.0,1,2019-10-29,2019-10-29,1,1.0
650348,1,0,3191939,9.0,1,2019-10-30,2019-10-30,1,1.0
650362,1,0,1606667,10.0,1,2019-10-28,2019-10-28,1,1.0
650364,1,0,284041,9.0,1,2019-10-29,2019-10-29,1,1.0
650373,1,0,359693,9.0,1,2019-10-25,2019-10-25,1,1.0
650375,1,0,366805,9.0,1,2019-10-29,2019-10-29,1,1.0
650380,1,0,5762212,10.0,1,2019-10-30,2019-10-30,1,1.0
650390,1,0,2197192,7.0,1,2019-10-22,2019-10-22,1,1.0
650391,1,0,4451233,10.0,1,2019-10-29,2019-10-29,1,1.0
650398,1,0,2513854,6.0,1,2019-10-30,2019-10-30,1,1.0
650402,1,0,2986623,3.0,1,2019-10-29,2019-10-29,1,1.0
650415,1,0,5271989,9.0,1,2019-10-27,2019-10-27,1,1.0
650422,1,0,1564865,10.0,1,2019-10-28,2019-10-28,1,1.0
650429,1,0,1822959,10.0,1,2019-10-30,2019-10-30,1,1.0
650442,1,0,3234,9.0,1,2019-10-24,2019-10-24,1,1.0
650444,1,0,1588153,4.0,1,2019-10-30,2019-10-30,1,1.0
650445,1,0,4772205,10.0,1,2019-10-30,2019-10-30,1,1.0
650447,1,0,1437063,10.0,1,2019-10-29,2019-10-29,1,1.0
650449,1,1,4988476,7.0,1,2019-10-29,2019-10-29,1,1.0
650451,1,0,2314677,10.0,1,2019-10-30,2019-10-30,1,1.0
650464,1,0,1822884,10.0,1,2019-10-30,2019-10-30,1,1.0
650467,2,0,4537666,9.5,1,2019-10-27,2019-10-29,3,0.6666666666666666
650468,1,0,354638,7.0,1,2019-10-30,2019-10-30,1,1.0
650471,1,0,4809496,9.0,1,2019-10-25,2019-10-25,1,1.0
650478,1,0,736750,10.0,1,2019-10-29,2019-10-29,1,1.0
650480,2,0,7872419,9.5,1,2019-10-24,2019-10-24,1,2.0
650484,1,0,3548568,17.0,1,2019-10-29,2019-10-29,1,1.0
650489,1,0,2521499,9.0,1,2019-10-30,2019-10-30,1,1.0
650499,1,0,1466590,5.0,1,2019-10-30,2019-10-30,1,1.0
650508,1,0,2577698,38.0,1,2019-10-29,2019-10-29,1,1.0
650510,1,0,3492126,9.0,1,2019-10-28,2019-10-28,1,1.0
650512,1,0,4707540,10.0,1,2019-10-24,2019-10-24,1,1.0
650523,1,0,3765812,13.0,1,2019-10-28,2019-10-28,1,1.0
650525,1,0,2976184,9.0,1,2019-10-29,2019-10-29,1,1.0
650529,1,0,1831944,14.0,1,2019-10-29,2019-10-29,1,1.0
650530,2,0,6771424,10.0,1,2019-10-04,2019-10-29,26,0.07692307692307693
650531,1,0,3737867,10.0,1,2019-10-29,2019-10-29,1,1.0
650533,1,0,17583727,14.0,1,2019-10-26,2019-10-26,1,1.0
650536,2,0,5450825,15.5,1,2019-10-25,2019-10-29,5,0.4
650539,1,0,5137985,22.0,1,2019-10-29,2019-10-29,1,1.0
650542,1,0,3225240,6.0,1,2019-10-30,2019-10-30,1,1.0
650545,1,0,4608113,11.0,1,2019-10-30,2019-10-30,1,1.0
650549,1,1,1707619,11.0,1,2019-10-30,2019-10-30,1,1.0
650558,1,0,9223392,7.0,1,2019-10-30,2019-10-30,1,1.0
650564,1,0,834191,22.0,1,2019-10-30,2019-10-30,1,1.0
650565,1,0,656868,9.0,1,2019-10-22,2019-10-22,1,1.0
650576,1,0,9574723,10.0,1,2019-10-28,2019-10-28,1,1.0
650581,2,0,9122454,9.0,1,2019-10-25,2019-10-30,6,0.3333333333333333
650590,1,0,3985910,5.0,1,2019-10-30,2019-10-30,1,1.0
650594,1,0,3818331,15.0,1,2019-10-29,2019-10-29,1,1.0
650603,1,0,1533182,9.0,1,2019-10-29,2019-10-29,1,1.0
650606,1,0,8992399,12.0,1,2019-10-29,2019-10-29,1,1.0
650607,1,0,1198087,10.0,1,2019-10-30,2019-10-30,1,1.0
650608,2,0,7152472,9.333333333333334,1,2019-10-01,2019-10-04,4,0.5
650610,1,0,403648,10.0,1,2019-10-29,2019-10-29,1,1.0
650612,1,0,2779927,9.0,1,2019-10-30,2019-10-30,1,1.0
650613,1,0,603978,20.0,1,2019-10-25,2019-10-25,1,1.0
650624,1,0,1983036,9.0,1,2019-10-24,2019-10-24,1,1.0
650627,1,0,1956640,9.0,1,2019-10-12,2019-10-12,1,1.0
650632,1,0,9600909,6.0,1,2019-10-30,2019-10-30,1,1.0
650635,1,0,4406573,16.0,1,2019-10-30,2019-10-30,1,1.0
650639,1,0,2193900,8.0,1,2019-10-30,2019-10-30,1,1.0
650649,1,0,5100917,14.0,1,2019-10-29,2019-10-29,1,1.0
