uid,总浏览量,总点赞数,观看作品数,观看城市数,完播作品数,常看背景音乐,完播率,平均点赞率
50382,3335026,0,2,1,1,464.0,0.5,0.0
50384,16560046,0,5,1,1,74.0,0.2,0.0
50385,6629982,0,2,1,0,2862.0,0.0,0.0
50386,4766233,0,1,1,1,762.0,1.0,0.0
50387,4203092,0,1,1,1,74.0,1.0,0.0
50388,38739,0,1,1,0,3153.0,0.0,0.0
50389,28553361,0,9,1,5,25.0,0.5555555555555556,0.0
50390,1261077,0,1,1,0,989.0,0.0,0.0
50391,16136323,0,4,1,2,2592.0,0.5,0.0
50392,10121679,0,2,1,1,57.0,0.5,0.0
50394,62218456,0,22,1,13,312.0,0.5909090909090909,0.0
50397,11186507,0,3,1,3,22.0,1.0,0.0
50398,25516571,0,12,1,3,29.0,0.25,0.0
50399,35540433,0,13,1,9,5.0,0.6923076923076923,0.0
50402,6471684,0,2,1,0,562.0,0.0,0.0
50403,121150873,0,40,1,16,25.0,0.4,0.0
50404,13824882,0,4,1,0,8.0,0.0,0.0
50405,1808315,0,2,1,2,60.0,1.0,0.0
50406,14466275,0,5,1,4,35.0,0.8,0.0
50407,17746699,0,7,1,4,33.0,0.5714285714285714,0.0
50409,27023527,0,11,1,3,22.0,0.2727272727272727,0.0
50411,4184963,0,3,1,3,60.0,1.0,0.0
50413,11274630,0,4,2,1,375.0,0.25,0.0
50416,4124849,0,3,1,3,11.0,1.0,0.0
50417,5840085,0,1,1,1,220.0,1.0,0.0
50418,16113084,0,4,1,2,574.0,0.5,0.0
50419,7028486,0,2,1,1,59.0,0.5,0.0
50420,36337287,0,11,1,11,66.0,1.0,0.0
50421,5998285,0,3,1,2,76.0,0.6666666666666666,0.0
50422,32382606,0,10,2,3,22.0,0.3,0.0
50423,3011062,0,1,1,1,3389.0,1.0,0.0
50425,9474267,0,3,1,2,154.0,0.6666666666666666,0.0
50426,29746002,0,7,1,2,22.0,0.2857142857142857,0.0
50428,6379329,0,3,1,2,57.0,0.6666666666666666,0.0
50429,28808761,1,10,1,4,762.0,0.4,3.4711662886161606e-08
50430,6045009,0,2,1,0,59.0,0.0,0.0
50431,13239909,0,8,1,2,25.0,0.25,0.0
50433,3453943,0,1,1,0,4673.0,0.0,0.0
50436,9669380,0,3,1,1,815.0,0.3333333333333333,0.0
50437,27217379,0,11,1,5,2284.0,0.45454545454545453,0.0
50438,44188054,0,14,1,7,84.0,0.5,0.0
50439,24172607,0,8,2,4,59.0,0.5,0.0
50440,10355993,0,4,2,3,711.0,0.75,0.0
50441,35647715,0,12,1,7,25.0,0.5833333333333334,0.0
50442,60657,0,1,1,0,203.0,0.0,0.0
50443,2917683,0,1,1,1,299.0,1.0,0.0
50444,19090274,0,5,1,4,63.0,0.8,0.0
50445,26520165,0,12,2,7,199.0,0.5833333333333334,0.0
50446,56507396,0,21,3,7,22.0,0.3333333333333333,0.0
50447,12512596,0,3,1,2,864.0,0.6666666666666666,0.0
50448,9451100,0,4,2,1,35.0,0.25,0.0
50449,5851007,1,1,1,1,2416.0,1.0,1.7091075091860255e-07
50453,162392759,0,58,1,36,25.0,0.6206896551724138,0.0
50454,96335075,0,29,5,5,708.0,0.1724137931034483,0.0
50456,28254238,0,11,1,2,7.0,0.18181818181818182,0.0
50457,3310223,0,1,1,1,3232.0,1.0,0.0
50459,510349,0,1,1,0,11472.0,0.0,0.0
50460,13344100,0,7,1,4,22.0,0.5714285714285714,0.0
50461,9532684,0,4,1,2,404.0,0.5,0.0
50462,6455757,0,2,1,1,33.0,0.5,0.0
50463,11617875,0,4,1,4,110.0,1.0,0.0
50464,17268174,0,10,1,4,59.0,0.4,0.0
50466,4707505,0,1,1,1,10237.0,1.0,0.0
50467,6000813,0,2,1,2,576.0,1.0,0.0
50468,2451638,0,1,1,1,312.0,1.0,0.0
50469,31582114,0,9,1,5,25.0,0.5555555555555556,0.0
50470,4914622,0,2,1,2,53.0,1.0,0.0
50471,81566861,0,26,1,8,220.0,0.3076923076923077,0.0
50473,20214353,0,6,1,1,8.0,0.16666666666666666,0.0
50474,10902063,0,3,2,2,2122.0,0.6666666666666666,0.0
50475,16670656,0,6,1,4,25.0,0.6666666666666666,0.0
50476,21662230,0,5,1,4,70.0,0.8,0.0
50478,23964539,0,9,1,4,115.0,0.4444444444444444,0.0
50479,5414812,0,1,1,0,59.0,0.0,0.0
50481,8738065,0,3,1,2,509.0,0.6666666666666666,0.0
50482,27754422,0,9,2,2,33.0,0.2222222222222222,0.0
50483,14954388,0,5,1,2,43.0,0.4,0.0
50484,13188506,0,5,1,4,35.0,0.8,0.0
50485,985013,0,1,1,1,708.0,1.0,0.0
50486,11790473,0,5,1,1,22.0,0.2,0.0
50487,16047439,0,5,1,3,464.0,0.6,0.0
50490,20533523,0,6,2,5,7.0,0.8333333333333334,0.0
50491,2086539,0,1,1,0,927.0,0.0,0.0
50492,50504932,0,15,1,8,68.0,0.5333333333333333,0.0
50494,67251542,0,24,1,9,33.0,0.375,0.0
50495,6928664,0,2,2,1,255.0,0.5,0.0
50496,6364182,0,2,1,0,7.0,0.0,0.0
50497,36460090,1,11,1,4,8.0,0.36363636363636365,2.742724990530742e-08
50498,3446818,0,1,1,1,272.0,1.0,0.0
50499,32924543,0,12,1,5,43.0,0.4166666666666667,0.0
50500,125960733,0,36,1,15,22.0,0.4166666666666667,0.0
50501,33926683,0,12,4,4,59.0,0.3333333333333333,0.0
50502,60391680,0,20,3,13,59.0,0.65,0.0
50503,58810663,1,28,1,21,6505.0,0.75,1.700371920649832e-08
50504,458542,0,1,1,0,762.0,0.0,0.0
50505,122626603,0,42,1,27,25.0,0.6428571428571429,0.0
50507,45647089,0,17,1,5,7.0,0.29411764705882354,0.0
50508,82617614,0,28,1,10,22.0,0.35714285714285715,0.0
50510,96894853,0,34,1,23,25.0,0.6764705882352942,0.0
50511,120465774,0,43,2,17,220.0,0.3953488372093023,0.0
50512,7323173,0,4,1,2,59.0,0.5,0.0
50513,59067123,0,18,1,10,22.0,0.5555555555555556,0.0
50514,18607545,0,8,1,3,404.0,0.375,0.0
50515,29546148,0,8,1,3,12.0,0.375,0.0
50516,17147394,0,6,1,1,74.0,0.16666666666666666,0.0
50517,36671296,0,11,1,6,67.0,0.5454545454545454,0.0
50518,1358002,0,2,1,1,379.0,0.5,0.0
50520,4640587,0,2,1,2,208.0,1.0,0.0
50521,1687665,0,1,1,1,110.0,1.0,0.0
50522,1730589,0,1,1,0,762.0,0.0,0.0
50523,15154867,0,6,1,2,166.0,0.3333333333333333,0.0
50524,24149343,0,6,2,4,7.0,0.6666666666666666,0.0
50526,2055463,0,1,1,1,97.0,1.0,0.0
50527,3076288,0,2,1,1,33.0,0.5,0.0
50529,25084315,0,8,1,6,73.0,0.75,0.0
50530,331349,0,1,1,1,110.0,1.0,0.0
50531,11461147,0,4,1,0,53.0,0.0,0.0
50533,8580420,0,2,1,1,2575.0,0.5,0.0
50534,9200237,0,5,1,3,7.0,0.6,0.0
50535,1034809,0,1,1,1,237.0,1.0,0.0
50536,1300823,0,1,1,1,1852.0,1.0,0.0
50537,50205253,0,18,1,8,3132.0,0.4444444444444444,0.0
50538,8899278,0,2,1,1,906.0,0.5,0.0
50539,33222978,0,17,1,7,111.0,0.4117647058823529,0.0
50541,2152765,0,1,1,0,7608.0,0.0,0.0
50542,5415146,0,4,1,1,22.0,0.25,0.0
50547,81036279,0,26,1,8,7.0,0.3076923076923077,0.0
50548,8776575,0,5,1,4,33.0,0.8,0.0
50549,4312497,0,1,1,0,1059.0,0.0,0.0
50552,2804891,0,1,1,1,592.0,1.0,0.0
50553,9359943,0,5,1,3,879.0,0.6,0.0
50554,22068797,0,8,1,3,82.0,0.375,0.0
50556,128594119,0,41,1,0,74.0,0.0,0.0
50558,58129725,0,21,1,5,22.0,0.23809523809523808,0.0
50559,3171174,0,1,1,1,53.0,1.0,0.0
50560,64520011,0,22,1,17,7.0,0.7727272727272727,0.0
50561,12931701,0,3,1,0,110.0,0.0,0.0
50562,18770953,0,7,1,3,58.0,0.42857142857142855,0.0
50563,107502793,0,37,1,16,22.0,0.43243243243243246,0.0
50564,54517046,0,23,1,16,22.0,0.6956521739130435,0.0
50565,1044140,0,1,1,1,6158.0,1.0,0.0
50568,110577956,0,31,1,14,222.0,0.45161290322580644,0.0
50569,22158251,0,6,1,5,57.0,0.8333333333333334,0.0
50570,9373882,0,3,1,1,82.0,0.3333333333333333,0.0
50571,21907710,0,8,1,6,110.0,0.75,0.0
50572,1892601,0,1,1,1,4008.0,1.0,0.0
50573,19831026,0,9,1,3,86.0,0.3333333333333333,0.0
50575,10917339,0,4,1,2,116.0,0.5,0.0
50577,7708871,0,3,1,2,154.0,0.6666666666666666,0.0
50580,41260410,0,13,1,6,33.0,0.46153846153846156,0.0
50583,15033652,0,6,1,5,325.0,0.8333333333333334,0.0
50584,5828912,0,4,1,0,53.0,0.0,0.0
50586,23644121,0,8,1,5,199.0,0.625,0.0
50587,32057809,0,11,1,3,8.0,0.2727272727272727,0.0
50588,71912478,0,26,2,5,22.0,0.19230769230769232,0.0
50589,37177550,0,12,1,4,166.0,0.3333333333333333,0.0
50590,8168291,0,2,1,2,34.0,1.0,0.0
50591,5721710,0,1,1,1,1232.0,1.0,0.0
50593,2597684,0,1,1,1,424.0,1.0,0.0
50594,35569539,0,11,1,8,74.0,0.7272727272727273,0.0
50595,71637129,0,22,1,14,762.0,0.6363636363636364,0.0
50597,9148305,0,4,1,2,228.0,0.5,0.0
50598,14533575,0,5,1,3,157.0,0.6,0.0
50599,26581187,0,8,3,5,5.0,0.625,0.0
50600,22167416,0,8,1,3,25.0,0.375,0.0
50602,10954979,0,6,1,3,22.0,0.5,0.0
50603,2085273,0,1,1,0,3453.0,0.0,0.0
50605,38661819,0,13,1,5,22.0,0.38461538461538464,0.0
50607,9695305,0,3,2,1,59.0,0.3333333333333333,0.0
50609,24846391,0,8,1,2,30.0,0.25,0.0
50611,8606596,0,2,1,0,1511.0,0.0,0.0
50613,34302723,0,12,2,1,29.0,0.08333333333333333,0.0
50614,75866444,0,31,1,15,220.0,0.4838709677419355,0.0
50616,1218718,0,1,1,0,81.0,0.0,0.0
50617,3642926,0,1,1,0,220.0,0.0,0.0
50618,83035508,0,28,1,19,39.0,0.6785714285714286,0.0
50619,7889446,0,3,1,2,68.0,0.6666666666666666,0.0
50620,60101813,3,20,2,11,275.0,0.55,4.991529956009813e-08
50621,14659265,0,4,1,3,762.0,0.75,0.0
50622,50289787,0,15,1,9,110.0,0.6,0.0
50626,5497646,0,1,1,1,166.0,1.0,0.0
50627,75835354,0,21,1,13,22.0,0.6190476190476191,0.0
50628,17946622,0,7,1,5,43.0,0.7142857142857143,0.0
50629,19754175,0,6,1,4,100.0,0.6666666666666666,0.0
50630,8785172,0,2,1,1,115.0,0.5,0.0
50631,16575926,0,7,1,3,22.0,0.42857142857142855,0.0
50632,91076136,0,32,1,15,74.0,0.46875,0.0
50636,79319144,0,23,1,2,25.0,0.08695652173913043,0.0
50640,5302805,0,2,1,1,597.0,0.5,0.0
50644,1353535,0,1,1,1,240.0,1.0,0.0
50645,57290104,0,19,2,7,57.0,0.3684210526315789,0.0
50646,13012639,0,4,2,2,22.0,0.5,0.0
50647,15029814,0,5,1,3,75.0,0.6,0.0
50648,68374122,0,21,2,9,1734.0,0.42857142857142855,0.0
50649,5386338,0,1,1,1,597.0,1.0,0.0
50650,18819734,0,5,1,0,8.0,0.0,0.0
50651,3204428,0,1,1,0,20481.0,0.0,0.0
50652,2954470,0,1,1,0,410.0,0.0,0.0
50653,3057770,0,1,1,1,3183.0,1.0,0.0
50655,942539,0,1,1,0,2588.0,0.0,0.0
50657,2992668,0,2,1,1,531.0,0.5,0.0
50658,38653161,0,14,1,10,8.0,0.7142857142857143,0.0
50659,48122588,0,17,1,12,100.0,0.7058823529411765,0.0
50660,3399065,0,1,1,1,33.0,1.0,0.0
50661,6378124,0,3,1,1,68.0,0.3333333333333333,0.0
50663,3181778,0,1,1,1,483.0,1.0,0.0
50664,44126495,0,18,1,2,22.0,0.1111111111111111,0.0
50665,7798661,0,2,1,0,762.0,0.0,0.0
50666,22460190,0,11,1,6,4.0,0.5454545454545454,0.0
50667,85418469,0,30,2,7,33.0,0.23333333333333334,0.0
50668,5971703,0,3,1,2,25.0,0.6666666666666666,0.0
50669,6143228,0,3,1,3,762.0,1.0,0.0
50670,81898806,0,28,1,22,220.0,0.7857142857142857,0.0
50672,2225137,0,2,1,0,53.0,0.0,0.0
50674,43323603,0,13,1,6,22.0,0.46153846153846156,0.0
50676,51918501,0,18,2,8,33.0,0.4444444444444444,0.0
50677,12364752,0,3,1,3,84.0,1.0,0.0
50679,8015357,0,3,1,0,518.0,0.0,0.0
50681,13530439,0,3,1,2,82.0,0.6666666666666666,0.0
50682,77924677,0,25,1,7,33.0,0.28,0.0
50683,25017213,4,7,1,6,222.0,0.8571428571428571,1.5988991259737847e-07
50684,14992996,0,7,1,3,8.0,0.42857142857142855,0.0
50685,25113161,0,7,1,5,166.0,0.7142857142857143,0.0
50686,4129631,0,1,1,0,762.0,0.0,0.0
50687,5923269,1,2,1,2,1100.0,1.0,1.6882569405509018e-07
50688,4233491,0,1,1,0,9887.0,0.0,0.0
50689,4763796,0,2,1,2,249.0,1.0,0.0
50690,5713529,0,1,1,0,6302.0,0.0,0.0
50692,11776196,0,4,1,3,4578.0,0.75,0.0
50695,1702670,0,1,1,0,8061.0,0.0,0.0
50696,1586588,0,2,1,1,108.0,0.5,0.0
50697,71796241,0,20,1,2,129.0,0.1,0.0
50698,26791429,0,8,1,7,296.0,0.875,0.0
50699,25255301,0,8,1,5,33.0,0.625,0.0
50701,62944371,0,22,1,4,25.0,0.18181818181818182,0.0
50703,12864709,0,7,1,7,25.0,1.0,0.0
50705,4060718,0,2,1,1,110.0,0.5,0.0
50706,4122424,0,2,1,2,595.0,1.0,0.0
50707,2379077,0,1,1,0,762.0,0.0,0.0
50708,7379631,0,3,1,3,203.0,1.0,0.0
50709,3776140,0,1,1,0,5340.0,0.0,0.0
50711,15558903,0,5,1,3,1742.0,0.6,0.0
50712,24257738,0,10,1,8,22.0,0.8,0.0
50713,10828050,0,5,1,5,22.0,1.0,0.0
50715,364455,0,1,1,0,249.0,0.0,0.0
50716,31615516,0,11,1,3,320.0,0.2727272727272727,0.0
50718,25422970,0,9,1,8,25.0,0.8888888888888888,0.0
50719,11559467,0,4,1,1,76.0,0.25,0.0
50720,1209790,0,1,1,1,3818.0,1.0,0.0
50721,19829499,1,8,1,4,596.0,0.5,5.042991756876964e-08
50722,33972919,0,13,1,1,307.0,0.07692307692307693,0.0
50723,3969357,0,2,1,2,762.0,1.0,0.0
50724,13806273,0,3,1,2,1047.0,0.6666666666666666,0.0
50726,15501618,1,5,1,4,255.0,0.8,6.45093950837906e-08
50728,65937486,0,28,1,18,166.0,0.6428571428571429,0.0
50729,122050035,0,35,1,2,35.0,0.05714285714285714,0.0
50732,1037374,0,1,1,0,803.0,0.0,0.0
50733,14335907,0,4,1,3,111.0,0.75,0.0
50734,48158508,0,18,1,5,249.0,0.2777777777777778,0.0
50735,62208060,0,20,1,13,290.0,0.65,0.0
50736,29905764,0,9,1,4,273.0,0.4444444444444444,0.0
50738,1635169,0,1,1,0,74.0,0.0,0.0
50739,5868091,0,1,1,0,1951.0,0.0,0.0
50741,2676013,0,1,1,1,3147.0,1.0,0.0
50742,15383690,4,6,1,4,33.0,0.6666666666666666,2.6001563994074246e-07
50743,28734223,0,9,2,3,7.0,0.3333333333333333,0.0
50744,4633477,0,1,1,0,2006.0,0.0,0.0
50746,38427255,0,11,1,3,81.0,0.2727272727272727,0.0
50747,22311743,0,8,1,4,8.0,0.5,0.0
50748,36721997,0,9,1,1,67.0,0.1111111111111111,0.0
50749,43247651,0,14,1,3,287.0,0.21428571428571427,0.0
50753,16537129,0,4,1,3,696.0,0.75,0.0
50757,3791303,0,1,1,0,1760.0,0.0,0.0
50758,1494434,0,1,1,1,700.0,1.0,0.0
50759,13642003,0,4,1,3,2419.0,0.75,0.0
50760,4410193,0,2,1,1,25.0,0.5,0.0
50761,34746406,0,12,1,6,33.0,0.5,0.0
50762,1306891,0,1,1,1,172.0,1.0,0.0
50765,4305544,0,1,1,0,22.0,0.0,0.0
50766,1877060,0,1,1,1,762.0,1.0,0.0
50769,9175715,0,2,1,2,640.0,1.0,0.0
50770,1289752,0,1,1,1,3178.0,1.0,0.0
50771,6428566,0,2,1,1,59.0,0.5,0.0
50772,656975,0,1,1,1,431.0,1.0,0.0
50773,14217304,0,5,1,4,164.0,0.8,0.0
50774,18580961,0,8,2,5,68.0,0.625,0.0
50775,4967824,0,2,1,0,280.0,0.0,0.0
50776,6644221,0,2,1,2,5070.0,1.0,0.0
50777,25452648,0,6,1,5,166.0,0.8333333333333334,0.0
50779,20565927,0,5,1,1,22.0,0.2,0.0
50782,3820146,0,1,1,1,840.0,1.0,0.0
50783,10327445,0,4,1,1,228.0,0.25,0.0
50784,7558328,0,4,1,3,35.0,0.75,0.0
50787,6816853,0,2,1,2,1680.0,1.0,0.0
50788,3007958,0,1,1,1,33.0,1.0,0.0
50789,67788688,0,22,1,8,10.0,0.36363636363636365,0.0
50791,13969422,0,5,1,0,749.0,0.0,0.0
50792,15100233,0,5,1,1,166.0,0.2,0.0
50793,9619885,0,2,1,2,84.0,1.0,0.0
50794,16881790,1,8,4,4,297.0,0.5,5.9235424679491925e-08
50795,18667731,0,6,1,5,7.0,0.8333333333333334,0.0
50797,7161138,0,2,2,1,785.0,0.5,0.0
50798,15590632,0,4,1,3,43.0,0.75,0.0
50799,9012092,0,4,1,2,1135.0,0.5,0.0
50800,11314563,0,3,1,3,166.0,1.0,0.0
50801,2568342,0,2,1,2,88.0,1.0,0.0
50802,1468935,0,2,1,2,74.0,1.0,0.0
50803,48751474,0,16,1,13,66.0,0.8125,0.0
50804,9346468,0,4,1,1,93.0,0.25,0.0
50805,29617761,0,8,1,5,129.0,0.625,0.0
50806,386630,0,1,1,0,711.0,0.0,0.0
50808,44372795,0,16,1,9,12.0,0.5625,0.0
50809,1271114,0,1,1,1,762.0,1.0,0.0
50810,7375590,0,2,1,2,785.0,1.0,0.0
50812,83839422,0,30,1,15,25.0,0.5,0.0
50813,14328333,0,4,1,3,8.0,0.75,0.0
50814,205249289,1,73,1,39,410.0,0.5342465753424658,4.872124063728182e-09
50815,48737741,0,15,1,6,33.0,0.4,0.0
50817,752955,0,1,1,0,4167.0,0.0,0.0
50818,4233509,0,1,1,1,2075.0,1.0,0.0
50819,79787144,0,26,1,14,468.0,0.5384615384615384,0.0
50820,4351373,0,1,1,0,879.0,0.0,0.0
50822,2064150,0,1,1,1,1011.0,1.0,0.0
50823,11455833,0,6,1,3,57.0,0.5,0.0
50824,11106714,0,3,1,3,22.0,1.0,0.0
50825,4145123,0,2,1,2,576.0,1.0,0.0
50828,13401239,0,3,1,2,74.0,0.6666666666666666,0.0
50829,31641897,0,11,1,5,115.0,0.45454545454545453,0.0
50830,49759241,0,16,1,4,22.0,0.25,0.0
50831,2877634,0,1,1,1,762.0,1.0,0.0
50832,57475953,0,15,1,6,7.0,0.4,0.0
50833,82482989,0,28,1,18,143.0,0.6428571428571429,0.0
50834,63034709,0,23,1,16,7.0,0.6956521739130435,0.0
50835,12492164,0,5,1,3,255.0,0.6,0.0
50837,12158881,0,4,1,3,63.0,0.75,0.0
50838,404529,0,1,1,1,298.0,1.0,0.0
50840,10551067,0,3,1,1,68.0,0.3333333333333333,0.0
50841,48488442,1,14,1,4,246.0,0.2857142857142857,2.0623471465632987e-08
50842,3539343,0,1,1,1,322.0,1.0,0.0
50843,18744042,0,6,1,4,22.0,0.6666666666666666,0.0
50844,73236375,0,21,1,13,35.0,0.6190476190476191,0.0
50845,97208889,0,34,1,15,305.0,0.4411764705882353,0.0
50846,12991218,0,4,1,1,2412.0,0.25,0.0
50847,870209,0,1,1,1,678.0,1.0,0.0
50848,23001021,0,8,1,4,7.0,0.5,0.0
50849,15888445,0,5,1,1,30.0,0.2,0.0
50850,13764345,0,7,1,2,74.0,0.2857142857142857,0.0
50853,4624198,0,3,2,0,298.0,0.0,0.0
50854,1810439,0,1,1,1,53.0,1.0,0.0
50857,13318248,0,6,1,4,8.0,0.6666666666666666,0.0
50858,4628299,0,3,1,1,108.0,0.3333333333333333,0.0
50859,1565436,0,1,1,1,5881.0,1.0,0.0
50860,4900938,0,1,1,1,1077.0,1.0,0.0
50864,4510039,0,1,1,1,592.0,1.0,0.0
50865,3882582,0,2,1,0,57.0,0.0,0.0
50866,6491223,0,2,1,2,7.0,1.0,0.0
50867,10947404,0,4,1,3,115.0,0.75,0.0
50868,8037989,0,4,1,3,541.0,0.75,0.0
50869,4783457,0,2,1,2,2234.0,1.0,0.0
50870,16103319,0,4,1,2,785.0,0.5,0.0
50872,5605701,0,1,1,1,57.0,1.0,0.0
50873,51677525,0,16,1,3,380.0,0.1875,0.0
50874,3728800,0,1,1,1,86.0,1.0,0.0
50875,6328076,0,3,1,3,25.0,1.0,0.0
50877,6949401,0,2,1,1,2122.0,0.5,0.0
50879,42207147,0,13,1,5,58.0,0.38461538461538464,0.0
50880,36253436,0,10,1,8,113.0,0.8,0.0
50881,3912690,0,2,1,0,294.0,0.0,0.0
50882,67622348,0,24,1,17,2086.0,0.7083333333333334,0.0
50884,5660367,0,3,1,1,57.0,0.3333333333333333,0.0
50885,5436118,0,1,1,1,3347.0,1.0,0.0
50886,23255720,1,8,1,7,459.0,0.875,4.3000173720701835e-08
50887,952005,0,1,1,0,575.0,0.0,0.0
50888,69503,0,1,1,1,8586.0,1.0,0.0
50889,5284326,0,1,1,1,30274.0,1.0,0.0
50890,4152567,0,1,1,1,110.0,1.0,0.0
50891,4168893,0,4,1,2,53.0,0.5,0.0
50894,4767128,0,1,1,1,53.0,1.0,0.0
50896,10008415,0,2,1,0,625.0,0.0,0.0
50900,3966915,0,1,1,0,307.0,0.0,0.0
50901,26510865,0,8,1,7,33.0,0.875,0.0
50903,21114530,0,5,1,2,22.0,0.4,0.0
50905,8765812,0,5,1,2,53.0,0.4,0.0
50907,36441088,0,11,1,0,7.0,0.0,0.0
50909,2209066,0,1,1,1,509.0,1.0,0.0
50910,2932347,0,1,1,1,579.0,1.0,0.0
50911,49199314,0,17,1,7,39.0,0.4117647058823529,0.0
50912,32345757,0,9,1,8,22.0,0.8888888888888888,0.0
50913,37333912,0,12,1,7,35.0,0.5833333333333334,0.0
50917,4826834,0,1,1,0,466.0,0.0,0.0
50918,6318650,0,3,1,2,824.0,0.6666666666666666,0.0
50920,7768019,0,2,1,0,220.0,0.0,0.0
50921,36620518,0,17,1,1,43.0,0.058823529411764705,0.0
50922,10731012,0,4,2,3,59.0,0.75,0.0
50924,53516870,0,20,1,8,25.0,0.4,0.0
50925,397455,0,1,1,1,513.0,1.0,0.0
50926,5781000,0,4,1,4,10.0,1.0,0.0
50927,5014577,0,1,1,0,762.0,0.0,0.0
50928,16054825,0,4,1,1,700.0,0.25,0.0
50929,12073450,0,4,1,2,220.0,0.5,0.0
50931,5734130,0,1,1,0,1664.0,0.0,0.0
50932,20845610,0,7,1,6,86.0,0.8571428571428571,0.0
50934,2395573,0,2,1,0,307.0,0.0,0.0
50935,41475494,0,12,1,4,68.0,0.3333333333333333,0.0
50936,54284831,0,22,1,13,114.0,0.5909090909090909,0.0
50937,871815,0,1,1,1,2119.0,1.0,0.0
50938,33075788,0,13,1,6,33.0,0.46153846153846156,0.0
50940,4272747,0,3,1,2,585.0,0.6666666666666666,0.0
50941,13070163,0,3,1,3,62.0,1.0,0.0
50943,910869,0,2,1,2,68.0,1.0,0.0
50944,7609280,0,3,1,1,280.0,0.3333333333333333,0.0
50945,20041900,0,10,1,6,111.0,0.6,0.0
50946,2586062,0,1,1,1,431.0,1.0,0.0
50947,501122,0,1,1,1,2718.0,1.0,0.0
50948,68005790,0,26,1,16,114.0,0.6153846153846154,0.0
50949,30911033,0,8,1,4,8.0,0.5,0.0
50950,3733199,0,2,1,2,53.0,1.0,0.0
50952,19928151,1,8,1,4,464.0,0.5,5.018027011136156e-08
50956,4021030,0,1,1,0,2122.0,0.0,0.0
50957,8460608,0,5,1,0,22.0,0.0,0.0
50958,24028412,0,7,2,2,33.0,0.2857142857142857,0.0
50959,26085215,1,10,1,3,25.0,0.3,3.833589257362839e-08
50960,4788831,0,3,1,2,1742.0,0.6666666666666666,0.0
50962,13226827,0,5,1,2,22.0,0.4,0.0
50963,26081732,0,9,1,3,22.0,0.3333333333333333,0.0
50964,4752936,0,2,1,0,2306.0,0.0,0.0
50966,2469319,0,1,1,1,43.0,1.0,0.0
50968,2866562,0,1,1,0,33.0,0.0,0.0
50971,7374341,0,2,1,0,25.0,0.0,0.0
50972,79635193,0,23,1,15,25.0,0.6521739130434783,0.0
50973,3974103,0,2,1,1,1672.0,0.5,0.0
50974,10167942,0,3,2,3,416.0,1.0,0.0
50975,31154658,1,14,1,3,74.0,0.21428571428571427,3.209792898384569e-08
50976,37265359,0,18,1,13,143.0,0.7222222222222222,0.0
50978,4536385,0,1,1,1,25.0,1.0,0.0
50980,10318852,0,3,1,2,25.0,0.6666666666666666,0.0
50981,869855,0,1,1,0,25.0,0.0,0.0
50982,2330878,0,1,1,1,3203.0,1.0,0.0
50983,2129334,0,2,1,2,25.0,1.0,0.0
50984,2335802,0,1,1,1,68.0,1.0,0.0
50985,4539753,0,1,1,1,43.0,1.0,0.0
50987,9600135,0,2,1,1,154.0,0.5,0.0
50988,3576783,0,1,1,0,57.0,0.0,0.0
50991,31419369,0,11,1,7,12.0,0.6363636363636364,0.0
50992,14497873,0,6,1,4,43.0,0.6666666666666666,0.0
50993,15122275,0,4,1,2,322.0,0.5,0.0
50994,14629341,0,4,3,3,111.0,0.75,0.0
50995,14474452,0,4,1,4,459.0,1.0,0.0
50998,30550471,0,11,1,9,222.0,0.8181818181818182,0.0
51001,6439937,0,3,1,2,39.0,0.6666666666666666,0.0
51003,3821232,0,2,1,1,35.0,0.5,0.0
51005,6799579,0,2,1,2,57.0,1.0,0.0
51007,12805758,0,6,1,5,22.0,0.8333333333333334,0.0
51008,4156927,0,1,1,1,1338.0,1.0,0.0
51012,24456520,1,10,1,6,166.0,0.6,4.0888891796543416e-08
51013,26525014,0,11,1,7,762.0,0.6363636363636364,0.0
51015,12018372,0,4,1,3,88.0,0.75,0.0
51016,2376836,0,2,1,1,35.0,0.5,0.0
51017,98253674,0,30,1,18,22.0,0.6,0.0
51018,17515246,0,8,1,5,39.0,0.625,0.0
51019,3916321,0,3,1,2,22.0,0.6666666666666666,0.0
51021,75498533,0,29,1,1,22.0,0.034482758620689655,0.0
51022,6269221,0,2,1,1,678.0,0.5,0.0
51024,16623495,0,8,1,4,74.0,0.5,0.0
51025,17574357,0,7,1,5,140.0,0.7142857142857143,0.0
51026,43450279,0,13,1,5,22.0,0.38461538461538464,0.0
51027,5326847,0,1,1,0,58.0,0.0,0.0
51029,27132865,0,15,1,10,110.0,0.6666666666666666,0.0
51030,15130643,0,5,1,2,410.0,0.4,0.0
51031,66975875,0,20,2,9,59.0,0.45,0.0
51032,3840933,0,1,1,1,207.0,1.0,0.0
51033,18616690,0,5,1,5,22.0,1.0,0.0
51037,4822522,0,1,1,0,697.0,0.0,0.0
51038,9322140,0,4,1,0,25.0,0.0,0.0
51039,27954590,0,12,1,6,220.0,0.5,0.0
51040,24990702,0,10,1,6,43.0,0.6,0.0
51041,48261933,0,19,1,3,22.0,0.15789473684210525,0.0
51042,5251691,0,1,1,1,5.0,1.0,0.0
51043,25424554,0,6,1,5,39.0,0.8333333333333334,0.0
51044,10489886,0,3,1,1,579.0,0.3333333333333333,0.0
